taxon	host	major_clade	minor_clade	cluster	sequenceID	everything	isolate	sequenceID_plus_isolate_plus_minor_clade	sequenceID_plus_cluster
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148108	Bos taurus	Indian-Sub	-	-	KX148108	KX148108/Indian-Sub/-/-/Bos taurus}	11001NEP	KX148108/11001NEP/-	KX148108/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148109	Canis familiaris	Bats	DR	-	KX148109	KX148109/Bats/DR/-/Canis familiaris}	86117BRE	KX148109/86117BRE/DR	KX148109/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148110	Canis familiaris	Cosmopolitan	AM2a	-	KX148110	KX148110/Cosmopolitan/AM2a/-/Canis familiaris}	91014MEX	KX148110/91014MEX/AM2a	KX148110/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148111	Canis familiaris	Cosmopolitan	AM2a	-	KX148111	KX148111/Cosmopolitan/AM2a/-/Canis familiaris}	91015MEX	KX148111/91015MEX/AM2a	KX148111/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148112	Homo sapiens	Cosmopolitan	AM2a	-	KX148112	KX148112/Cosmopolitan/AM2a/-/Homo sapiens}	91010MEX	KX148112/91010MEX/AM2a	KX148112/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148113	Vulpes vulpes	Cosmopolitan	CE	-	KX148113	KX148113/Cosmopolitan/CE/-/Vulpes vulpes}	92002GER	KX148113/92002GER/CE	KX148113/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148114	Vulpes vulpes	Cosmopolitan	CE	-	KX148114	KX148114/Cosmopolitan/CE/-/Vulpes vulpes}	96104POL	KX148114/96104POL/CE	KX148114/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148115	Vulpes vulpes	Cosmopolitan	CE	-	KX148115	KX148115/Cosmopolitan/CE/-/Vulpes vulpes}	96250POL	KX148115/96250POL/CE	KX148115/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148116	Vulpes vulpes	Cosmopolitan	CE	-	KX148116	KX148116/Cosmopolitan/CE/-/Vulpes vulpes}	96256POL	KX148116/96256POL/CE	KX148116/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148117	Vulpes vulpes	Cosmopolitan	CE	-	KX148117	KX148117/Cosmopolitan/CE/-/Vulpes vulpes}	97046POL	KX148117/97046POL/CE	KX148117/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148118	Nyctereutes procyonoides	Cosmopolitan	CE	-	KX148118	KX148118/Cosmopolitan/CE/-/Nyctereutes procyonoides}	96077POL	KX148118/96077POL/CE	KX148118/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148119	Vulpes vulpes	Cosmopolitan	CE	-	KX148119	KX148119/Cosmopolitan/CE/-/Vulpes vulpes}	96045POL	KX148119/96045POL/CE	KX148119/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148120	Nyctereutes procyonoides	Cosmopolitan	CE	-	KX148120	KX148120/Cosmopolitan/CE/-/Nyctereutes procyonoides}	96140POL	KX148120/96140POL/CE	KX148120/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148121	Vulpes vulpes	Cosmopolitan	CE	-	KX148121	KX148121/Cosmopolitan/CE/-/Vulpes vulpes}	96056POL	KX148121/96056POL/CE	KX148121/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148122	Vulpes vulpes	Cosmopolitan	CE	-	KX148122	KX148122/Cosmopolitan/CE/-/Vulpes vulpes}	92012GER	KX148122/92012GER/CE	KX148122/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148123	Vulpes vulpes	Cosmopolitan	CE	-	KX148123	KX148123/Cosmopolitan/CE/-/Vulpes vulpes}	92017GER	KX148123/92017GER/CE	KX148123/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148124	Vulpes vulpes	Cosmopolitan	CE	-	KX148124	KX148124/Cosmopolitan/CE/-/Vulpes vulpes}	92010GER	KX148124/92010GER/CE	KX148124/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148125	Vulpes vulpes	Cosmopolitan	WE	-	KX148125	KX148125/Cosmopolitan/WE/-/Vulpes vulpes}	94033BEL	KX148125/94033BEL/WE	KX148125/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148126	Vulpes vulpes	Cosmopolitan	WE	-	KX148126	KX148126/Cosmopolitan/WE/-/Vulpes vulpes}	96002FRA	KX148126/96002FRA/WE	KX148126/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148127	Vulpes vulpes	Cosmopolitan	WE	-	KX148127	KX148127/Cosmopolitan/WE/-/Vulpes vulpes}	91047FRA	KX148127/91047FRA/WE	KX148127/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148128	Vulpes vulpes	Cosmopolitan	WE	-	KX148128	KX148128/Cosmopolitan/WE/-/Vulpes vulpes}	92044FRA	KX148128/92044FRA/WE	KX148128/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148129	Vulpes vulpes	Cosmopolitan	WE	-	KX148129	KX148129/Cosmopolitan/WE/-/Vulpes vulpes}	94091SLN	KX148129/94091SLN/WE	KX148129/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148130	Vulpes vulpes	Cosmopolitan	WE	-	KX148130	KX148130/Cosmopolitan/WE/-/Vulpes vulpes}	94096SLN	KX148130/94096SLN/WE	KX148130/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148131	Vulpes vulpes	Cosmopolitan	WE	-	KX148131	KX148131/Cosmopolitan/WE/-/Vulpes vulpes}	94086SLN	KX148131/94086SLN/WE	KX148131/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148132	Vulpes vulpes	Cosmopolitan	WE	-	KX148132	KX148132/Cosmopolitan/WE/-/Vulpes vulpes}	94094SLN	KX148132/94094SLN/WE	KX148132/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148133	Vulpes vulpes	Cosmopolitan	WE	-	KX148133	KX148133/Cosmopolitan/WE/-/Vulpes vulpes}	94096SLN	KX148133/94096SLN/WE	KX148133/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148134	Vulpes vulpes	Cosmopolitan	WE	-	KX148134	KX148134/Cosmopolitan/WE/-/Vulpes vulpes}	94029FRA	KX148134/94029FRA/WE	KX148134/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148135	Vulpes vulpes	Cosmopolitan	WE	-	KX148135	KX148135/Cosmopolitan/WE/-/Vulpes vulpes}	92001GER	KX148135/92001GER/WE	KX148135/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148136	Vulpes vulpes	Cosmopolitan	EE	-	KX148136	KX148136/Cosmopolitan/EE/-/Vulpes vulpes}	93083HON	KX148136/93083HON/EE	KX148136/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148137	Vulpes vulpes	Cosmopolitan	EE	-	KX148137	KX148137/Cosmopolitan/EE/-/Vulpes vulpes}	93089HON	KX148137/93089HON/EE	KX148137/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148138	Vulpes vulpes	Cosmopolitan	EE	-	KX148138	KX148138/Cosmopolitan/EE/-/Vulpes vulpes}	93091HON	KX148138/93091HON/EE	KX148138/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148139	Vulpes vulpes	Cosmopolitan	EE	-	KX148139	KX148139/Cosmopolitan/EE/-/Vulpes vulpes}	93093HON	KX148139/93093HON/EE	KX148139/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148140	Vulpes vulpes	Cosmopolitan	EE	-	KX148140	KX148140/Cosmopolitan/EE/-/Vulpes vulpes}	86109YOU	KX148140/86109YOU/EE	KX148140/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148141	Vulpes vulpes	Cosmopolitan	EE	-	KX148141	KX148141/Cosmopolitan/EE/-/Vulpes vulpes}	96135POL	KX148141/96135POL/EE	KX148141/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148142	Vulpes vulpes	Cosmopolitan	EE	-	KX148142	KX148142/Cosmopolitan/EE/-/Vulpes vulpes}	96177POL	KX148142/96177POL/EE	KX148142/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148143	Vulpes vulpes	Cosmopolitan	EE	-	KX148143	KX148143/Cosmopolitan/EE/-/Vulpes vulpes}	93080HON	KX148143/93080HON/EE	KX148143/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148144	Vulpes vulpes	Cosmopolitan	EE	-	KX148144	KX148144/Cosmopolitan/EE/-/Vulpes vulpes}	94099SLN	KX148144/94099SLN/EE	KX148144/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148145	Canis lupus	Cosmopolitan	EE	-	KX148145	KX148145/Cosmopolitan/EE/-/Canis lupus}	86054YOU	KX148145/86054YOU/EE	KX148145/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148146	Vulpes vulpes	Cosmopolitan	NEE	-	KX148146	KX148146/Cosmopolitan/NEE/-/Vulpes vulpes}	93046FIN	KX148146/93046FIN/NEE	KX148146/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148147	Nyctereutes procyonoides	Cosmopolitan	NEE	-	KX148147	KX148147/Cosmopolitan/NEE/-/Nyctereutes procyonoides}	93048FIN	KX148147/93048FIN/NEE	KX148147/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148148	Vulpes vulpes	Cosmopolitan	NEE	-	KX148148	KX148148/Cosmopolitan/NEE/-/Vulpes vulpes}	93038EST	KX148148/93038EST/NEE	KX148148/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148149	Nyctereutes procyonoides	Cosmopolitan	NEE	-	KX148149	KX148149/Cosmopolitan/NEE/-/Nyctereutes procyonoides}	93039EST	KX148149/93039EST/NEE	KX148149/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148150	Nyctereutes procyonoides	Cosmopolitan	NEE	-	KX148150	KX148150/Cosmopolitan/NEE/-/Nyctereutes procyonoides}	96026POL	KX148150/96026POL/NEE	KX148150/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148151	Vulpes vulpes	Cosmopolitan	NEE	-	KX148151	KX148151/Cosmopolitan/NEE/-/Vulpes vulpes}	96042POL	KX148151/96042POL/NEE	KX148151/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148152	Nyctereutes procyonoides	Cosmopolitan	NEE	-	KX148152	KX148152/Cosmopolitan/NEE/-/Nyctereutes procyonoides}	96142POL	KX148152/96142POL/NEE	KX148152/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148153	Nyctereutes procyonoides	Cosmopolitan	NEE	-	KX148153	KX148153/Cosmopolitan/NEE/-/Nyctereutes procyonoides}	96097POL	KX148153/96097POL/NEE	KX148153/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148154	Nyctereutes procyonoides	Cosmopolitan	NEE	-	KX148154	KX148154/Cosmopolitan/NEE/-/Nyctereutes procyonoides}	97078POL	KX148154/97078POL/NEE	KX148154/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148155	Vulpes vulpes	Cosmopolitan	NEE	-	KX148155	KX148155/Cosmopolitan/NEE/-/Vulpes vulpes}	93041EST	KX148155/93041EST/NEE	KX148155/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148156	Nyctereutes procyonoides	Cosmopolitan	NEE	-	KX148156	KX148156/Cosmopolitan/NEE/-/Nyctereutes procyonoides}	93042EST	KX148156/93042EST/NEE	KX148156/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148157	Nyctereutes procyonoides	Cosmopolitan	NEE	-	KX148157	KX148157/Cosmopolitan/NEE/-/Nyctereutes procyonoides}	93043EST	KX148157/93043EST/NEE	KX148157/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148158	Vulpes vulpes	Cosmopolitan	NEE	-	KX148158	KX148158/Cosmopolitan/NEE/-/Vulpes vulpes}	93105EST	KX148158/93105EST/NEE	KX148158/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148159	Ovis aries	Cosmopolitan	CA1	-	KX148159	KX148159/Cosmopolitan/CA1/-/Ovis aries}	86082IRA	KX148159/86082IRA/CA1	KX148159/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148160	Homo sapiens	Cosmopolitan	CA3	-	KX148160	KX148160/Cosmopolitan/CA3/-/Homo sapiens}	92015HON	KX148160/92015HON/CA3	KX148160/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148161	Vulpes vulpes	Cosmopolitan	YUGFOX	-	KX148161	KX148161/Cosmopolitan/YUGFOX/-/Vulpes vulpes}	86133SER	KX148161/86133SER/YUGFOX	KX148161/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148162	Canis familiaris	Cosmopolitan	ME2	-	KX148162	KX148162/Cosmopolitan/ME2/-/Canis familiaris}	94002TUR	KX148162/94002TUR/ME2	KX148162/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148163	Canis familiaris	Cosmopolitan	ME2	-	KX148163	KX148163/Cosmopolitan/ME2/-/Canis familiaris}	94016TUR	KX148163/94016TUR/ME2	KX148163/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148164	Canis familiaris	Cosmopolitan	ME2	-	KX148164	KX148164/Cosmopolitan/ME2/-/Canis familiaris}	93100TUR	KX148164/93100TUR/ME2	KX148164/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148165	Canis familiaris	Cosmopolitan	ME2	-	KX148165	KX148165/Cosmopolitan/ME2/-/Canis familiaris}	94009TUR	KX148165/94009TUR/ME2	KX148165/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148166	Canis familiaris	Cosmopolitan	ME2	-	KX148166	KX148166/Cosmopolitan/ME2/-/Canis familiaris}	94001TUR	KX148166/94001TUR/ME2	KX148166/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148167	Canis familiaris	Cosmopolitan	ME2	-	KX148167	KX148167/Cosmopolitan/ME2/-/Canis familiaris}	94005TUR	KX148167/94005TUR/ME2	KX148167/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148168	Und.	Cosmopolitan	ME1a	-	KX148168	KX148168/Cosmopolitan/ME1a/-/Und.}	87006ARS	KX148168/87006ARS/ME1a	KX148168/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148169	Camelus dromedarius	Cosmopolitan	ME1a	-	KX148169	KX148169/Cosmopolitan/ME1a/-/Camelus dromedarius}	91034OMA	KX148169/91034OMA/ME1a	KX148169/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148170	Und.	Cosmopolitan	ME1a	-	KX148170	KX148170/Cosmopolitan/ME1a/-/Und.}	91035OMA	KX148170/91035OMA/ME1a	KX148170/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148171	Und.	Cosmopolitan	ME1a	-	KX148171	KX148171/Cosmopolitan/ME1a/-/Und.}	91024EAU	KX148171/91024EAU/ME1a	KX148171/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148172	Equus ferus	Cosmopolitan	ME1a	-	KX148172	KX148172/Cosmopolitan/ME1a/-/Equus ferus}	87007ARS	KX148172/87007ARS/ME1a	KX148172/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148173	Vulpes vulpes	Cosmopolitan	ME1a	-	KX148173	KX148173/Cosmopolitan/ME1a/-/Vulpes vulpes}	97139ARS	KX148173/97139ARS/ME1a	KX148173/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148174	Und.	Cosmopolitan	ME1a	-	KX148174	KX148174/Cosmopolitan/ME1a/-/Und.}	98001ARS	KX148174/98001ARS/ME1a	KX148174/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148175	Vulpes vulpes	Cosmopolitan	ME1a	-	KX148175	KX148175/Cosmopolitan/ME1a/-/Vulpes vulpes}	99004ARS	KX148175/99004ARS/ME1a	KX148175/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148176	Und.	Cosmopolitan	ME1a	-	KX148176	KX148176/Cosmopolitan/ME1a/-/Und.}	04034ARS	KX148176/04034ARS/ME1a	KX148176/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148177	Und.	Cosmopolitan	ME1a	-	KX148177	KX148177/Cosmopolitan/ME1a/-/Und.}	96317ISR	KX148177/96317ISR/ME1a	KX148177/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148178	Canis familiaris	Cosmopolitan	ME1a	-	KX148178	KX148178/Cosmopolitan/ME1a/-/Canis familiaris}	96306ISR	KX148178/96306ISR/ME1a	KX148178/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148179	Canis aureus	Cosmopolitan	ME1a	-	KX148179	KX148179/Cosmopolitan/ME1a/-/Canis aureus}	96314ISR	KX148179/96314ISR/ME1a	KX148179/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148180	Und.	Cosmopolitan	ME1a	-	KX148180	KX148180/Cosmopolitan/ME1a/-/Und.}	93030ISR	KX148180/93030ISR/ME1a	KX148180/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148181	Canis familiaris	Cosmopolitan	ME1a	-	KX148181	KX148181/Cosmopolitan/ME1a/-/Canis familiaris}	96312ISR	KX148181/96312ISR/ME1a	KX148181/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148182	Canis familiaris	Cosmopolitan	ME1a	-	KX148182	KX148182/Cosmopolitan/ME1a/-/Canis familiaris}	96307ISR	KX148182/96307ISR/ME1a	KX148182/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148183	Und.	Cosmopolitan	ME1a	-	KX148183	KX148183/Cosmopolitan/ME1a/-/Und.}	93031ISR	KX148183/93031ISR/ME1a	KX148183/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148184	Bos taurus	Cosmopolitan	ME1a	-	KX148184	KX148184/Cosmopolitan/ME1a/-/Bos taurus}	96324ISR	KX148184/96324ISR/ME1a	KX148184/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148185	Canis pallipes	Cosmopolitan	ME1a	-	KX148185	KX148185/Cosmopolitan/ME1a/-/Canis pallipes}	96299IRA	KX148185/96299IRA/ME1a	KX148185/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148186	Canis pallipes	Cosmopolitan	ME1a	-	KX148186	KX148186/Cosmopolitan/ME1a/-/Canis pallipes}	87002IRA	KX148186/87002IRA/ME1a	KX148186/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148187	Canis aureus	Cosmopolitan	ME1a	-	KX148187	KX148187/Cosmopolitan/ME1a/-/Canis aureus}	96320IRA	KX148187/96320IRA/ME1a	KX148187/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148188	Canis pallipes	Cosmopolitan	ME1a	-	KX148188	KX148188/Cosmopolitan/ME1a/-/Canis pallipes}	93009IRA	KX148188/93009IRA/ME1a	KX148188/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148189	Canis familiaris	Cosmopolitan	ME1a	-	KX148189	KX148189/Cosmopolitan/ME1a/-/Canis familiaris}	86081IRA	KX148189/86081IRA/ME1a	KX148189/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148190	Canis aureus	Cosmopolitan	ME1a	-	KX148190	KX148190/Cosmopolitan/ME1a/-/Canis aureus}	93008IRA	KX148190/93008IRA/ME1a	KX148190/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148191	Canis aureus	Cosmopolitan	ME1b	-	KX148191	KX148191/Cosmopolitan/ME1b/-/Canis aureus}	93032ISR	KX148191/93032ISR/ME1b	KX148191/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148192	Canis familiaris	Cosmopolitan	ME1b	-	KX148192	KX148192/Cosmopolitan/ME1b/-/Canis familiaris}	93033ISR	KX148192/93033ISR/ME1b	KX148192/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148193	Canis familiaris	Cosmopolitan	AF1a	-	KX148193	KX148193/Cosmopolitan/AF1a/-/Canis familiaris}	08342MAR	KX148193/08342MAR/AF1a	KX148193/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148194	Canis familiaris	Cosmopolitan	AF1a	-	KX148194	KX148194/Cosmopolitan/AF1a/-/Canis familiaris}	89017MAR	KX148194/89017MAR/AF1a	KX148194/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148195	Canis familiaris	Cosmopolitan	AF1a	-	KX148195	KX148195/Cosmopolitan/AF1a/-/Canis familiaris}	04031MAR	KX148195/04031MAR/AF1a	KX148195/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148196	Canis familiaris	Cosmopolitan	AF1a	-	KX148196	KX148196/Cosmopolitan/AF1a/-/Canis familiaris}	90016MAR	KX148196/90016MAR/AF1a	KX148196/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148197	Canis familiaris	Cosmopolitan	AF1a	-	KX148197	KX148197/Cosmopolitan/AF1a/-/Canis familiaris}	15006FRA	KX148197/15006FRA/AF1a	KX148197/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148198	Canis familiaris	Cosmopolitan	AF1a	-	KX148198	KX148198/Cosmopolitan/AF1a/-/Canis familiaris}	93128SOM	KX148198/93128SOM/AF1a	KX148198/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148199	Canis mesomelas	Cosmopolitan	AF1a	-	KX148199	KX148199/Cosmopolitan/AF1a/-/Canis mesomelas}	93006SOM	KX148199/93006SOM/AF1a	KX148199/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148200	Canis familiaris	Cosmopolitan	AF1a	-	KX148200	KX148200/Cosmopolitan/AF1a/-/Canis familiaris}	88008ETH	KX148200/88008ETH/AF1a	KX148200/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148201	Canis familiaris	Cosmopolitan	AF1a	-	KX148201	KX148201/Cosmopolitan/AF1a/-/Canis familiaris}	86003BRE	KX148201/86003BRE/AF1a	KX148201/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148202	Canis familiaris	Cosmopolitan	AF1a	-	KX148202	KX148202/Cosmopolitan/AF1a/-/Canis familiaris}	95049GAB	KX148202/95049GAB/AF1a	KX148202/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148203	Canis familiaris	Cosmopolitan	AF1b	-	KX148203	KX148203/Cosmopolitan/AF1b/-/Canis familiaris}	86031MOZ	KX148203/86031MOZ/AF1b	KX148203/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148204	Canis familiaris	Cosmopolitan	AF1b	-	KX148204	KX148204/Cosmopolitan/AF1b/-/Canis familiaris}	92030NAM	KX148204/92030NAM/AF1b	KX148204/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148205	Canis familiaris	Cosmopolitan	AF1b	-	KX148205	KX148205/Cosmopolitan/AF1b/-/Canis familiaris}	94289RWA	KX148205/94289RWA/AF1b	KX148205/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148206	Canis familiaris	Cosmopolitan	AF1b	-	KX148206	KX148206/Cosmopolitan/AF1b/-/Canis familiaris}	96013TAN	KX148206/96013TAN/AF1b	KX148206/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148207	Homo sapiens	Cosmopolitan	AF1b	-	KX148207	KX148207/Cosmopolitan/AF1b/-/Homo sapiens}	14015ITA	KX148207/14015ITA/AF1b	KX148207/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148208	Canis familiaris	Cosmopolitan	AF1b	-	KX148208	KX148208/Cosmopolitan/AF1b/-/Canis familiaris}	92029CAR	KX148208/92029CAR/AF1b	KX148208/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148209	Canis familiaris	Cosmopolitan	AF1c	-	KX148209	KX148209/Cosmopolitan/AF1c/-/Canis familiaris}	04033MAD	KX148209/04033MAD/AF1c	KX148209/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148210	Homo sapiens	Cosmopolitan	AF1c	-	KX148210	KX148210/Cosmopolitan/AF1c/-/Homo sapiens}	98002MAD	KX148210/98002MAD/AF1c	KX148210/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148211	Canis familiaris	Cosmopolitan	AF1c	-	KX148211	KX148211/Cosmopolitan/AF1c/-/Canis familiaris}	86046MAD	KX148211/86046MAD/AF1c	KX148211/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148212	Canis aureus	Cosmopolitan	CA2	-	KX148212	KX148212/Cosmopolitan/CA2/-/Canis aureus}	93019IRA	KX148212/93019IRA/CA2	KX148212/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148213	Und.	Cosmopolitan	AM1	-	KX148213	KX148213/Cosmopolitan/AM1/-/Und.}	91001USA	KX148213/91001USA/AM1	KX148213/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148214	Canis familiaris	Cosmopolitan	AM3a	-	KX148214	KX148214/Cosmopolitan/AM3a/-/Canis familiaris}	95023BRE	KX148214/95023BRE/AM3a	KX148214/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148215	Canis familiaris	Cosmopolitan	AM3a	-	KX148215	KX148215/Cosmopolitan/AM3a/-/Canis familiaris}	95022BRE	KX148215/95022BRE/AM3a	KX148215/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148216	Canis familiaris	Cosmopolitan	AM3a	-	KX148216	KX148216/Cosmopolitan/AM3a/-/Canis familiaris}	86001BRE	KX148216/86001BRE/AM3a	KX148216/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148217	Canis familiaris	Cosmopolitan	AM3b	-	KX148217	KX148217/Cosmopolitan/AM3b/-/Canis familiaris}	86123BRE	KX148217/86123BRE/AM3b	KX148217/-
